locus_tag	acronym	geneProduct	genePublication
MtrunA17Chr2g0313771	MtCYP72A337	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr2g0313781	MtCYP72A338	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr2g0313801	MtCYP72A340	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr2g0313811	MtCYP72A59v1	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr2g0313821	MtCYP72A341	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr2g0313961	MtRMC-like	RmlC-like cupins superfamily protein	PMID:31748328
MtrunA17Chr2g0313981	MtNCR-new9	Nodule-specific Cysteine-Rich peptide	PMID:35471237
MtrunA17Chr2g0314041	MtNCR-new10	Nodule-specific Cysteine-Rich peptide	PMID:35471237
MtrunA17Chr2g0314051	MtNCR-new11	Nodule-specific Cysteine-Rich peptide	PMID:35471237
MtrunA17Chr2g0314121	MtNCR561	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0314261	MtNCR185	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0314321	MtMAPK19	MAP kinase 	PMID:24317362
MtrunA17Chr2g0314421	MtNCR780	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0314431	MtKunitz5	Kunitz-P Trypsin Inhibitor	PMID:29030416
MtrunA17Chr2g0314441	MtKunitz6	Kunitz-P Trypsin Inhibitor	PMID:29030416
MtrunA17Chr2g0314511	MtNCR179	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0314521	MtNCR-new12	Nodule-specific Cysteine-Rich peptide	PMID:35471237
MtrunA17Chr2g0314541	MtNCR071	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0314561	MtSWEET2b|MtSWEET2.2 	sucrose transporter	PMID:27021190|PMID:31568488
MtrunA17Chr2g0314621	MtTPS4	trehalose phosphate synthase 4	PMID:33848573
MtrunA17Chr2g0314631	MtNCR564	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0314651	MtNCR566	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0314721	MtCYP76X16	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr2g0314731	MtCYP76X17	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr2g0314811	MtNCR477	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0314931	MtNCR567	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0315091	MtNCR568	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0315121	MtLCR11	Low-molecular weight Cys-rich	PMID:29030416
MtrunA17Chr2g0315491	MtCP7|MtCP1	cystein protease 7|cystein protease 1	PMID:35781677|PMID:20081044
MtrunA17Chr2g0315541	MtCEP15	C-terminally encoded peptide	PMID:29030416
MtrunA17Chr2g0315931	MtPhyCys8	Phytocystatin	PMID:29030416
MtrunA17Chr2g0315951	MtPhyCys9	Phytocystatin	PMID:29030416
MtrunA17Chr2g0316051	MtLAT52/POE_22	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr2g0316071	MtLCR24	Low-molecular weight Cys-rich	PMID:29030416
MtrunA17Chr2g0316081	MtLAT52/POE_19	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr2g0316091	MtLAT52/POE_17	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr2g0316111	MtLAT52/POE_23	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr2g0316121	MtLAT52/POE_23	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr2g0316141	MtLAT52/POE_23	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr2g0316151	MtLAT52/POE_23	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr2g0316161	MtLAT52/POE_24	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr2g0316251	IDM1/ROS4-like	Increased DNA methylation 1-like (histone H3 acetyl-transferase)	
MtrunA17Chr2g0316331	MtIPT9	tRNA  isopentenyl transferase	PMID:29593763
MtrunA17Chr2g0316341	MtCLE31	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:29030416
MtrunA17Chr2g0316351	MtCLE32	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:29030416
MtrunA17Chr2g0316361	MtCLE33	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:29030416
MtrunA17Chr2g0316391	MtTCP3	"TEOSINTE BRANCHED1 (TB1), CYCLOIDEA (CYC), PROLIFERATING CELL FACTORS 1&2 (PCF1  & 2) family"	PMID:29942322
MtrunA17Chr2g0316861	AtHPY2-like	HIGH PLOIDY2 (control of endoreduplication)	
MtrunA17Chr2g0317031	MtSPL5A	SQUAMOSA Promoter Binding Protein-Like (duplicated in Mt5.0)	PMID:31277566
MtrunA17Chr2g0317131	MtMATE46	multidrug and toxic compound extrusion family	PMID:28052433
MtrunA17Chr2g0317151	MtMATE47	multidrug and toxic compound extrusion family	PMID:28052433
MtrunA17Chr2g0317161	MtMATE44	multidrug and toxic compound extrusion family	PMID:28052433
MtrunA17Chr2g0317171	MtMATE43	multidrug and toxic compound extrusion family	PMID:28052433
MtrunA17Chr2g0317221	MtMATE42|MtMATE45	multidrug and toxic compound extrusion family	PMID:28052433
MtrunA17Chr2g0317231	MtENODL6|MtPCY55	ENOD-like 6|Plantacyanin/Chemocyanin	PMID:30649463|PMID:29030416
MtrunA17Chr2g0317361	MtNCR569	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0317371	MtSTIG/GRI_4	Stigma1 / GRI	PMID:29030416
MtrunA17Chr2g0317381	MtSTIG/GRI_3	Stigma1 / GRI	PMID:29030416
MtrunA17Chr2g0317691	MtTRX S4	thioredoxin S4 (KU351169)	PMID:28017611
MtrunA17Chr2g0317701	MtTRX S2	thioredoxin S2	PMID:28017611
MtrunA17Chr2g0317711	MtTRX S3	thioredoxin S3 (KU306366)	PMID:28017611
MtrunA17Chr2g0317721	MtTRX S1	thioredoxin S1 	PMID:28017611
MtrunA17Chr2g0317741	MtDEF2|MtPDF32	defensin 2|Plant Defensin 32	PMID:26116977|PMID:29030416
MtrunA17Chr2g0317751	MtDEF1|MtPDF33	defensin 1|Plant Defensin 33	PMID:26116977|PMID:29030416
MtrunA17Chr2g0317781	MtNCR072	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0318261	MtNCR570	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0318301	THE1-like	THESEUS 1-like (cell elongation regulator)	
MtrunA17Chr2g0318311	MtRC5	Root Cap 5	PMID:29030416
MtrunA17Chr2g0318341	MtRC6	Root Cap 6	PMID:29030416
MtrunA17Chr2g0318561	MtCNGC4a	cyclic nucleotide-gated channel	PMID:27230377
MtrunA17Chr2g0318661	MtCycD6-4	Cyclin D type	PMID:33228084
MtrunA17Chr2g0318851	MtNodGRP16	Nodule-specific Glycine-rich	PMID:29030416
MtrunA17Chr2g0318881	MtCBF1|MtNF-YC6	CAAT-box transcription factor 1|nuclear factor Y subunit C6	PMID:20003073|PMID:22939172
MtrunA17Chr2g0318921	MtCbf2|MtNF-YC11	CAAT-box transcription factor 2|nuclear factor Y subunit C11	PMID:20003073|PMID:22939172
MtrunA17Chr2g0319041	MtTPS7	terpene synthase 7	PMID:25075527
MtrunA17Chr2g0319051	MtTPS8	terpene synthase 8	PMID:25075527
MtrunA17Chr2g0319081	MtTPS9	terpene synthase 9	PMID:25075527
MtrunA17Chr2g0319371	MtATG18f	Autophagy related gene	PMID:34824334
MtrunA17Chr2g0319491	MtGA2ox8	Gibberellin C20-GA2-oxidase 8  (GA inactivation)	PMID:30976084
MtrunA17Chr2g0319551	Mt2SA3	2S albumin	PMID:29030416
MtrunA17Chr2g0319611	MtENODL7|MtPCY53	ENOD-like 7|Plantacyanin/Chemocyanin	PMID:30649463|PMID:29030416
MtrunA17Chr2g0319641	MtNCR065	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0319901	MtPhyCys33	Phytocystatin	PMID:29030416
MtrunA17Chr2g0320031	MtcwPRX2|MtPrx44	cell wall peroxidase 2|peroxidase 44	PMID:25192698|PMID:27375649
MtrunA17Chr2g0320051	MtLIP|MtPrx43	Lignin biosynthetic peroxidase|peroxidase 43	PMID:27245091|PMID:27375649
MtrunA17Chr2g0320061	MtPrx28	peroxidase 28	PMID:27375649
MtrunA17Chr2g0320071	MtPrx57	peroxidase 57	PMID:27375649
MtrunA17Chr2g0320091	MtPrx63	peroxidase 63	PMID:27375649
MtrunA17Chr2g0320101	MtPrx97	peroxidase 97	PMID:27375649
MtrunA17Chr2g0320821	MtNCR571	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0320871	MtNCR-new13	Nodule-specific Cysteine-Rich peptide	PMID:35471237
MtrunA17Chr2g0320884	MtHDT2	Histone deacetylase 2 (AFK45592)|bad Mt5.0 gene model	PMID:24236403|PMID:33744928
MtrunA17Chr2g0320951	MtPSK1	Phytosulfokine	PMID:29030416
MtrunA17Chr2g0321001	MtNCR573	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0321171	MtCYP94C60	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr2g0321211	MtFIE.6	FERTILIZATION-INDEPENDENT ENDOSPERM (Polycomb group PcG protein)	PMID:34299158
MtrunA17Chr2g0321531	MtCML11	Calmodulin-like 11	PMID:32992668
MtrunA17Chr2g0321621	MtLAT52/POE_7	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr2g0321941	MtHDA2	Histone deacetylase 2	PMID:35161303
MtrunA17Chr2g0321961	MtALMT	Aluminum activated malate transporter family protein	PMID:27245091
MtrunA17Chr2g0322021	MtPUB18	Plant U-box protein 18	PMID:28771553
MtrunA17Chr2g0322261	MtRHF2A-like	RING finger E3 ubiquitin-protein ligase	PMID:22683509
MtrunA17Chr2g0322321	MtCYP74B4v1|MtHPL	Cytochrome P450 monooxygenase|hydroperoxide lyase (TC101310)	PMID:34576120|PMID:17249425
MtrunA17Chr2g0322521	MtMYB079	Myeloblastosis (MYB) transcription factor 79	PMID:31188936
MtrunA17Chr2g0322571	MtATG8d	Autophagy related gene	PMID:34824334
MtrunA17Chr2g0322581	MtRTFL/DVL_5	Rotundifolia/Devil	PMID:29030416
MtrunA17Chr2g0322671	MtMATE8	multidrug and toxic compound extrusion family	PMID:28052433
MtrunA17Chr2g0322801	MtSYP132	syntaxin of plants 132|plasma membrane SNARE|TC86779|symbiosome mb	PMID:16944200
MtrunA17Chr2g0322861	MtPrx05	MtRip5|peroxidase	PMID:27375649
MtrunA17Chr2g0322871	MtSDG22	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr2g0322921	MtCycU1-1	Cyclin U type	PMID:33228084
MtrunA17Chr2g0323021	MtENODL8|MtPCY42	ENOD-like 8|Plantacyanin/Chemocyanin	PMID:30649463|PMID:29030416
MtrunA17Chr2g0323101	MtSDG23	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr2g0323131	MtTPS6	terpene synthase 6	PMID:25075527
MtrunA17Chr2g0323151	MtTPS21	terpene synthase 21	PMID:25075527
MtrunA17Chr2g0323351	MtMYB054	Myeloblastosis (MYB) transcription factor 54	PMID:31188936
MtrunA17Chr2g0323361	MtCycD6-1	Cyclin D type	PMID:33228084
MtrunA17Chr2g0323411	MtMYB055	Myeloblastosis (MYB) transcription factor 55	PMID:31188936
MtrunA17Chr2g0324101	MtEPFL5	Epidermal Patterning Factor-Like	PMID:29030416
MtrunA17Chr2g0324321	MtnsLTP6	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr2g0324711	MtENODL9|MtPCY68	ENOD-like 9|Plantacyanin/Chemocyanin	PMID:30649463|PMID:29030416
MtrunA17Chr2g0324721	MtENODL10|MtPCY47	ENOD-like 10|Plantacyanin/Chemocyanin	PMID:30649463|PMID:29030416
MtrunA17Chr2g0324751	MtRING1A	RING FINGER1 A	PMID:34299158
MtrunA17Chr2g0324771	MtnsLTP7	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr2g0324911	MtTAX1	Taximin 1	PMID:29030416
MtrunA17Chr2g0324941	MtRALF3	Rapid Alkalinization Factor	PMID:29030416
MtrunA17Chr2g0325001	Glutaredoxin-4	Glutaredoxin family protein	
MtrunA17Chr2g0325101	MtROP8	Rho-related GTPase 8 (EU164777)	PMID:20590994
MtrunA17Chr2g0325171	MtTCP10A	"TEOSINTE BRANCHED1 (TB1), CYCLOIDEA (CYC), PROLIFERATING CELL FACTORS 1&2 (PCF1  & 2) family"	PMID:29942322
MtrunA17Chr2g0325371	MtCLE34	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:29030416
MtrunA17Chr2g0325381	MtCLE35	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:29030416
MtrunA17Chr2g0325441	MtTAX5	Taximin 5	PMID:29030416
MtrunA17Chr2g0325841	MtGT-15	trihelix transcription factor (GT) 15	PMID:33238556
MtrunA17Chr2g0325951	MtNPF2.4	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr2g0325961	MtNPF2.2	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr2g0326101	MtPhyCys45	Phytocystatin	PMID:29030416
MtrunA17Chr2g0326211	MtNPF2.5	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr2g0326221	MtNPF2.3	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr2g0326281	MtARF4|MtARF7|MtARF4b	auxin response factor 4|auxin response factor 7	PMID:25060922|PMID:25759704|PMID:33897748
MtrunA17Chr2g0326381	MtBIB	BALDIBIS (Zinc finger protein)	PMID:33299183
MtrunA17Chr2g0326451	MtBGAL5	beta-galactosidase 5	PMID:34451684
MtrunA17Chr2g0326481	MtBGAL6	beta-galactosidase 6	PMID:34451684
MtrunA17Chr2g0326621	MtPIP2;2	Plasma membrane intrinsic protein 2|1 (aquaporin)	PMID:17109903
MtrunA17Chr2g0326761	MtARF8	auxin response factor 8	PMID:25759704
MtrunA17Chr2g0326841	LOG-like3	Lonely Guy-like (CK biosynthesis)	
MtrunA17Chr2g0326871	MtCNGC15c	cyclic nucleotide-gated channel	PMID:27230377
MtrunA17Chr2g0327021	MtBELL	BEL-Like homeodomain protein	PMID:33419376
MtrunA17Chr2g0327211	MtIDA39	Inflorescence Deficient in Abscission	PMID:29030416
MtrunA17Chr2g0327351	MtMYB066	Myeloblastosis (MYB) transcription factor 66	PMID:31188936
MtrunA17Chr2g0327821	MtMYB113	Myeloblastosis (MYB) transcription factor 113	PMID:31188936
MtrunA17Chr2g0327931	MtH2A.W-1	Histone H2A variant W	PMID:35817824
MtrunA17Chr2g0327951	MtH2A.W-2	Histone H2A variant W	PMID:35817824
MtrunA17Chr2g0328101	MtPUB19	Plant U-box protein 19	PMID:28771553
MtrunA17Chr2g0328501	MtRTFL/DVL_6	Rotundifolia/Devil	PMID:29030416
MtrunA17Chr2g0328511	MtZIP2	Zinc-Iron Permease 2	PMID:28732146
MtrunA17Chr2g0328761	MtMATE66	multidrug and toxic compound extrusion family	PMID:28052433
MtrunA17Chr2g0328771	MtMYB114	Myeloblastosis (MYB) transcription factor 114	PMID:31188936
MtrunA17Chr2g0328901	MtGT-16	trihelix transcription factor (GT) 16	PMID:33238556
MtrunA17Chr2g0328931	MtZIP8	Zinc-Iron Permease 8	PMID:28732146
MtrunA17Chr2g0328971	MtPLT1	plethora 1 (in situ hybridization in PMID:24483147)	PMID:26253408
MtrunA17Chr2g0329151	MtEIN3l	ETHYLENE INSENSITIVE 3-like (XM003597428)	PMID:24494928
MtrunA17Chr2g0329181	TOP6B	DNA topoisomerase 6 subunit B (endoreduplication control)	
MtrunA17Chr2g0329371	MtCML12	Calmodulin-like 12	PMID:32992668
MtrunA17Chr2g0329401	MtACR4-2	CRINKLY4 -2 (Serine/threonine protein kinase-like)	PMID:30026291
MtrunA17Chr2g0329641	MtPrx60	peroxidase	PMID:27375649
MtrunA17Chr2g0329671	MtNLP3	NIN-like protein 3 (MtNLP1|PMID:24987011)	PMID:30297831
MtrunA17Chr2g0329811	MtNF-YA4	nuclear factor Y subunit A4	PMID:22939172
MtrunA17Chr2g0330041	MtMYB115	Myeloblastosis (MYB) transcription factor 115	PMID:31188936
MtrunA17Chr2g0330071	MtEPFL6	Epidermal Patterning Factor-Like	PMID:29030416
MtrunA17Chr2g0330191	MtBGAL7	beta-galactosidase 7	PMID:34451684
MtrunA17Chr2g0330271	MtMSI1.2	MULTICOPY SUPRESSOR OF IRA	PMID:34299158
MtrunA17Chr2g0330291	MtBGAL8	beta-galactosidase 8	PMID:34451684
MtrunA17Chr2g0330431	MtPLD10	phospholipase D10	PMID:35095980
MtrunA17Chr2g0330661	MtIAR32	auxin conjugate hydrolase	DOI:10.1007/s00344-007-9027-2
MtrunA17Chr2g0330721	MtIAR31 	auxin conjugate hydrolase	DOI:10.1007/s00344-007-9027-2
MtrunA17Chr2g0330771	MtSTIG/GRI_8	Stigma1 / GRI	PMID:29030416
MtrunA17Chr2g0331011	MtHPT4	Histidine PhosphoTransfer protein 4	PMID:31088345
MtrunA17Chr2g0331021	MtHPT5	Histidine PhosphoTransfer protein 5	PMID:31088345
MtrunA17Chr2g0331131	MtCNA1 	CORONA 1 (HD-ZIP III transcription factor)	PMID:18298674
MtrunA17Chr2g0331181	MtENODL11|MtPCY60	ENOD-like 11|Plantacyanin/Chemocyanin	PMID:30649463|PMID:29030416
MtrunA17Chr2g0331461	MtNPF1.3	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr2g0331471	MtNPF1.5	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr2g0331481	MtNPF1.4	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr2g0331511	MtNPF1.6	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr2g0331521	MtNPF1.2	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr2g0331581	MtGL2	GLABRA 2 (XP_003597736.1)	PMID:26725247
MtrunA17Chr2g0331631	MtRopGEF12	Rop guanine nucleotide exchange factor 12	PMID:34236765
MtrunA17Chr2g0331931	MtGT-17	trihelix transcription factor (GT) 17	PMID:33238556
MtrunA17Chr2g0331951	MtSULTR3.4a	sulfate transporter	PMID:22535379
MtrunA17Chr2g0331961	MtFIE.7	FERTILIZATION-INDEPENDENT ENDOSPERM (Polycomb group PcG protein)	PMID:34299158
MtrunA17Chr2g0331981	MtFIE.8	FERTILIZATION-INDEPENDENT ENDOSPERM (Polycomb group PcG protein)	PMID:34299158
MtrunA17Chr2g0332171	MtCycA2-1|MtCYCA2;4 	"Cyclin A type (rhizobium-induced) (used for in situ hybridization in Roux et al., 2014)"	PMID:33228084|PMID:24483147
MtrunA17Chr2g0332181	MtCycA2-2	Cyclin A type	PMID:33228084
MtrunA17Chr2g0332191	MtGA3ox1|MtSSL	GIBBERELLIN 3-OXIDASE 1 (Gibberellin biosynthesis)|SMALL AND SERRATED LEAF	PMID:25527707|PMID:30976084|PMID:33386852
MtrunA17Chr2g0332211	MtABCG9	ATP-binding cassette (ABC) transporter type G (XM_003597768)	PMID:23314816
MtrunA17Chr2g0332221	MtABCG11	ATP-binding cassette (ABC) transporter type G (XM_003597770)	PMID:23314816
MtrunA17Chr2g0332241	MtABCG10	ATP-binding cassette (ABC) transporter type G (XM_003597771)	PMID:23314816
MtrunA17Chr2g0332661	MtNPD1	Nodule-specific PLAT-domain  1	PMID:31061106|PMID:30664233
MtrunA17Chr2g0332671	MtNPD2	Nodule-specific PLAT-domain  2	PMID:31061106|PMID:30664233
MtrunA17Chr2g0332681	MtNPD3	Nodule-specific PLAT-domain  3	PMID:31061106|PMID:30664233
MtrunA17Chr2g0332731	MtNPD4	Nodule-specific PLAT-domain  4	PMID:31061106|PMID:30664233
MtrunA17Chr2g0332751	MtNPD5	Nodule-specific PLAT-domain  5	PMID:31061106|PMID:30664233
MtrunA17Chr2g0332761	MtLP17	LEED..PEED family	PMID:29030416
MtrunA17Chr2g0332921	MtDAS18	DNF1-associated SPC18 (signal peptidase complex subunit)	PMID:20185723
MtrunA17Chr2g0332981	MtPLAT1	PLAT-domain  1	PMID:31061106
MtrunA17Chr2g0333021	MtPLD2	phospholipase D2	PMID:35095980
MtrunA17Chr2g0333041	MtPhyCys39	Phytocystatin	PMID:29030416
MtrunA17Chr2g0333071	MtEPFL7	Epidermal Patterning Factor-Like	PMID:29030416
MtrunA17Chr2g0333131	MtHPT6	Histidine PhosphoTransfer protein 6	PMID:31088345
MtrunA17Chr2g0333151	MtSNF4b	sucrose non-fermenting-related kinase complex subunit	PMID:20015062
MtrunA17Chr2g0333201	MtPhyCys37	Phytocystatin	PMID:29030416
MtrunA17Chr2g0333311	MtTPR1	Topless related 1	PMID:24585835
MtrunA17Chr2g0333601	MtNCR285	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr2g0333711	MtHYP5a	hypothetical protein 5a	PMID:27249190
MtrunA17Chr2g0333721	MtAHA13	Plasma membrane proton pump 	PMID:26188545
MtrunA17Chr2g0333771	MtNIP4	NOD26-like intrinsic protein 4 (aquaporin|AY605123)	PMID:17109903
MtrunA17Chr2g0333811	MtNRAMP3	Natural Resistance-Associated Macrophage Protein3	PMID:25818701
MtrunA17Chr2g0334021	MtCYP701A17|MtKO|MtKO1	Cytochrome P450 monooxygenase|ENT-KAURENE OXIDASE 	PMID:34576120|PMID:30976084|PMID:25527707
MtrunA17Chr2g1006046	MtTAS3	Trans-acting short interference RNA3	PMID:25060922
MtrunA17Chr2g1008696	MtCLE34	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:29030416
MtrunA17Chr3g0077151	MtNPF5.25	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr3g0077361	MtVRN1.16	VERNALIZATION1 (PcG-1 Polycomb group protein)	PMID:34299158
MtrunA17Chr3g0077501	MtSTK	SEEDSTICK (MADS domain protein)	PMID:30108597
MtrunA17Chr3g0077531	MtBGAL9	beta-galactosidase 9	PMID:34451684
MtrunA17Chr3g0078061	MtNCR578	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr3g0078221	MtNCR098	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr3g0078411	MtCYP85A32	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr3g0078601	MtHAM1	Histone acetyltransferase of the MYST family	PMID:35161303
MtrunA17Chr3g0078781	MtGASA6	Gibberellic Acid-Stimulated in Arabidopsis	PMID:29030416
MtrunA17Chr3g0078791	MtSTP1_2|MtSTP1.5 	sugar transport protein  (Hexose transporter)	PMID:32016431|PMID:31568488
MtrunA17Chr3g0078971	MtSTP3_1|MtSTP3.1 	Sugar transport protein  (Hexose carrier protein HEX6)	PMID:32016431|PMID:31568488
MtrunA17Chr3g0078991	MtSTP3_2|MtSTP3.2 	Sugar transport protein  (Hexose carrier protein HEX6)	PMID:32016431|PMID:31568488
MtrunA17Chr3g0079031	MtPUB20	Plant U-box protein 20	PMID:28771553
MtrunA17Chr3g0079051	MtPUB21	Plant U-box protein 21	PMID:28771553
MtrunA17Chr3g0079241	MtNCR581	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr3g0079261	MtNCR582	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr3g0079781	MtWIP1b	tryptophan-proline-proline (WPP) domain-interacting protein 1b (AES68526.1)	PMID:30530738
MtrunA17Chr3g0080261	MtNCR101	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr3g0080311	MtNCR336	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr3g0080571	MtDRM2L1	MtDRM2-like 1  (cytosine-5)-methyltransferase 	PMID:35817824
MtrunA17Chr3g0080761	MtSDG24	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr3g0080961	MtNCR099	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr3g0081151	MtLAT52/POE_37	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr3g0081161	NC2 alpha-2	"NC2 alpha, NF-YC-related"	PMID:22939172
MtrunA17Chr3g0081251	MtNCR233	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr3g0081401	MtCYP727B11	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr3g0081481	MtNCR120	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr3g0081511	MtN21	Mtnodulin 21	PMID:8634476
MtrunA17Chr3g0082251	MtNCR181	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr3g0082261	MtGT-18	trihelix transcription factor (GT) 18	PMID:33238556
MtrunA17Chr3g0082461	MtIDA32	Inflorescence Deficient in Abscission	PMID:29030416
MtrunA17Chr3g0082511	MtSTY4	SHORT INTERNODES/STYLISH 4	PMID:32978812
MtrunA17Chr3g0082551	MtNCR080	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr3g0082591	MtNCR-new14	Nodule-specific Cysteine-Rich peptide	PMID:35471237
MtrunA17Chr3g0082601	MtNCR405	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr3g0082631	MtNPF5.16	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr3g0082641	MtKunitz7	Kunitz-P Trypsin Inhibitor	PMID:29030416
MtrunA17Chr3g0082651	MtKunitz8	Kunitz-P Trypsin Inhibitor	PMID:29030416
MtrunA17Chr3g0082701	MtCYP82A16	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr3g0082831	MtPSN1	peptide suppressing nodulation	PMID:29030416
MtrunA17Chr3g0082861	MtRRA9|MtRR9	type-A response regulator	PMID:31088345|PMID:22034625
